id,name,listing_key
13655779,Studio 1BR in the heart of East Village,17046
13656529,Bushwick Music Mansion,17047
13656752,"Spacious 1 Bedroom in Vibrant Harlem, Manhattan",17048
13656902,Cozy 1 Bedroom Apartment with Back Patio,17049
13657030,Convenient room in Manhattan close to Central Park,17050
13657292,"Bright, Airy, Rockaway Beach House w/ Backyard",17051
13657515,Private Room in Beautiful Crown Heights,17052
13657938,Calm & Clean 1 Bedroom in East Village/ Gramercy,17053
13658407,Spacious Sunlit 1 Bedroom Williamsburg Apt,17054
13658605,Master bedroom in penthouse apt of luxury building,17055
13658967,Private Room on the East River!,17056
13659004,"Sunlit, cozy bedroom in Bushwick:: needs owner!",17057
13659055,Private sunny bedroom very close to Manhattan!,17058
13659198,Huge Relaxing Room in Brooklyn Duplex Loft,17059
13659914,Large & sunny 2-bedroom in Windsor Terrace,17060
13659949,2bdr BIG Oasis. Price cut for cat caretakers.,17061
13659997,"Beautiful, sunny studio steps from Gramercy Park!",17062
13660249,WHOLE 1st floor-Family Friendly-2 BdRm w/Backyard,17063
13661280,Room in Carroll Gardens,17064
13662078,Bright Spacious in S Williamsburg,17065
13662692,Lovely 1bed apt (UWS) next to 72nd St. Subway & CP,17066
13666116,Private Room in Morningside Heights,17067
13666641,Park Slope living - bright 2BR,17068
13667440,Private room in the best location of NYC,17069
13667633,"Gorgeous, cozy, serene flat in Brooklyn",17070
13667739,"Charming 2 Bedroom Apartment, Incredible Location",17071
13667835,Beautiful cozy  apartment Upper East Side,17072
13668127,Private Room in Sunny Greenwich Village Apt.,17073
13668468,"Private room - Manhattan 25min, Prospect Park 5min",17074
13668573,Private Modern Room in Williamsburg,17075
13668833,Charming 1BR Perfect for Couples or Solo Traveller,17076
13668941,Hamilton Heights Apartment,17077
13669049,Large Studio w/ Garden on the Park!,17078
13669064,perfect Location! studio!best value!Sleeps3,17079
13669161,Comfortable-Private one room in LES,17080
13669391,Spacious 1 bedroom in Woodlawn NYC,17081
13669423,XL Studio Prime location~newly designed~best value,17082
13669613,Spacious East Village 2 bedroom with living room.,17083
13669942,Private Room and bathroom in the best of Brooklyn,17084
13670094,Spacious 1 Bedroom Near Central Park.,17085
13670109,Cute Studio in the heart of East Village !,17086
13670376,Bright and spacious 1 BR,17087
13671558,Spacious private room in Harlem,17088
13671936,Playful Room in Techie Loft,17089
13672890,"1 Bedroom in 2 Bedroom Flex - Doormen, Free Gym",17090
13673242,Luxurious  1 or two bed rm  private  apartment,17091
13673459,"Cozy, Chic and Convenient One Bedroom Apt",17092
13673873,Beautiful bedroom in ideal Brooklyn location!,17093
13673951,Large private room & bath in sunny 2Bed 2Bath apt.,17094
13674053,Beautiful & Sunny Room in Vibrant Bushwick!,17095
13674169,Updated 1 BR with Great Layout and Design,17096
13674338,Sunny 2 Bedroom Best Location,17097
13674349,The Lefferts Manor $149per night,17098
13674799,Private suite in Carroll Gardens,17099
13675000,Williamsburg Chill Haus,17100
13675413,Inspired by you - Astoria Enclave w/ Large Rooms,17101
13675798,Beautiful & Spacious Studio Near Central Park,17102
13676601,Here's a great offer on a spacious furnished room!,17103
13679698,Private Bedroom close to Subway and Central Park,17104
13681859,B's SoHo Apartment,17105
13682508,"Sun Filled, Luxury 1BR with Pool, Gym, Roof Deck!",17106
13685550,Spacious BedSty bedroom with lovely summer garden,17107
13685787,Cozy room with Private porch,17108
13685807,"Steps to Times Square, Radio City, West 50's",17109
13685871,Modern & Spacious Luxury 1-Bedroom in Williamsburg,17110
13685932,Hudsonview Terrace in Hell's Kitchen,17111
13686022,Quiet bedroom in a shared apt at the center of BK.,17112
13686122,Spacious 1 Bedroom steps away from Union Square,17113
13686425,"Cozy Room, Gorgeous Penthouse Apartment, Manhattan",17114
13686914,Murray Hill/Midtown East Flex Bedroom,17115
13686978,Sun-filled loft,17116
13687060,Luxury drmn Bldg + Empire State Views & Roof Top!,17117
13687101,Private room in a hip neighborhood,17118
13687180,Clean Comfy Room in Clinton Hill,17119
13688249,Modern loft in great neighborhood,17120
13688316,Cozy 1BR on the UES near 6 Train,17121
13688372,Quiet room 25 min from Manhattan,17122
13688670,Lovely 2-bed apt 20' to Manhattan. Walk to train,17123
13688739,Comfy Cave Inn,17124
13688888,"Great Studio Apartment, 15-20mins from Downtown",17125
13689663,Great Room in Charming Nolita Apartment,17126
13689706,If Tinkerbell Lived in Bedstuy Brooklyn <3,17127
13693976,Spacious Apartment in Crown Heights,17128
13694021,"BasementSolo Private bedRoom No 
Window in NYC, 2E",17129
13694127,Williamsburg 5 minutes from Manhattan,17130
13694129,"Manhattan-very close to everywhere
muy cercadetodo",17131
13694279,Sunny Private 2 Bedroom Apt. in a Victorian House,17132
13694429,Convenient Manhattan room above express trains,17133
13694692,Queens size bed in a safe & spacious bedroom,17134
13695031,Beautiful Chelsea Apartment with many amenties,17135
13696003,"Beautiful, well-lit pre-war apt",17136
13696267,Pretty private room in Brooklyn by Prospect park,17137
13697001,A shared spacious bedroom with attached bathroom,17138
13697770,Kid Friendly 2BDR in Greenwich Village w/ Balcony,17139
13698019,"Roof Deck, Grill & Private Room! Live like a local",17140
13698284,True 1 Bedroom Apt in Manhattan's Lower East Side,17141
13698623,Melrose Place...,17142
13698789,Room Overlooking Hudson River in a Big Apartment,17143
13699008,Warm sun bathed loft apartment in Greenpoint.,17144
13699396,Room in Williamsburg close to L/G/M/J/Z trains,17145
13699944,Sunny beautiful bedroom in 1 bedroom apartment.,17146
13700144,Great Room in NY close Upper East Side,17147
13700298,Private room w/ ac- in Manhattan,17148
13700820,Private Room with Queen-size Bed,17149
13700836,Your home in Flatiron NYC,17150
13702697,2 Bdr gem by Time sq,17151
13705844,Master Bedroom in Quaint French Neighborhood,17152
13707310,Beautiful spacious room available in Brooklyn,17153
13707813,"Harlem Apt, along 1 train",17154
13708336,Stylish 1BD in the heart of East Village,17155
13708345,"furnished basement level apartment , 1000 sq ft",17156
13708820,"Safe upper-class area,20 min to Manhattan/Airports",17157
13709910,CUTE & QUIET ROOM IN A BROWNSTONE IN CLINTON HILL,17158
13710241,A Cozy Bedroom in 2 Bedroom Apt,17159
13711038,Beautiful room in Williamsburg (Roebling and N7),17160
13711439,Air-Conditioned 2BR w Stunning View,17161
13712165,A Clean Well-lighted Place (luxury 1BR w/balcony),17162
13712179,Brooklyn Heights retreat,17163
13712266,Large Private Sun Drenched Bedroom in Ridgewood,17164
13712336,NEAT AND TIDY EDEN,17165
13713304,Private room in 2BR in Morningside Heights,17166
13714218,Sunny apartment in Brooklyn brownstone,17167
13714244,Cozy Little Italy Apartment,17168
13714531,Huge 2 bed/2 bath in the heart of Clinton Hill!,17169
13714537,Very cozy room in heart of Astoria,17170
13715386,"Large, basic room in great location",17171
13715661,"2 BR, 2 BA Penthouse w 2 private decks",17172
13715798,1 Clean room in 2BR Apt Manhattan,17173
13715977,Cozy room in Central Harlem. Lively neighborhood.,17174
13716080,"Cute, Vintage UWS Private Room/Bath",17175
13720750,Spacious Studio Apartment,17176
13721612,Large 1 Br in Upper East blocks from Central Park,17177
13722149,1 bed room apt in NYC near Empire State Building,17178
13723312,Loft-like 1 br Apt in Brownstone in Central Harlem,17179
13723345,"Right in the center of Chelsea, quiet and private.",17180
13724284,"LARGE APT-lovely, comfortable in vibrant Brooklyn!",17181
13724932,1-bedroom on Franklin Ave,17182
13725194,"Bright and spacious room in Bushwick, Brooklyn",17183
13725208,Private room in Manhattan's Lower East Side,17184
13725947,"Large bedroom, with sunny deck  backyard.",17185
13725995,Full 1-Bedroom in a Picturesque Brownstone,17186
13726217,"Private Rm in Williamsburg, thermarest",17187
13726629,CLEAN COMFORTABLE ROOM 7 MIN FR JFK,17188
13726934,East Village Manhattan NYC Sofas!,17189
13727297,Beautiful 2 bedroom apartment in the West Village,17190
13727995,Large Bedroom in Bushwick,17191
13728033,Large Studio in quite Midtown East,17192
13728204,Apartment NYC,17193
13728712,Charming brick brownstone (2nd floor),17194
13729180,"Prime Village NOHO, renovated designed2BR~W/D unit",17195
13729876,Bright Williamsburg Oversized Loft-like Space!,17196
13729934,Sunny One Bedroom Brownstone Apt by Central Park,17197
13730254,East Village Sunny Studio,17198
13730284,Modern E. Village 2BR/2BA - Private Back yard!,17199
13730290,"Private suite, near Central Park & Columbia U.",17200
13730495,"Carroll Gardens, Private Garden Apartment (1BD)",17201
13731019,Huge Room in Penthouse Apartment (Upper West Side),17202
13731797,Beautiful Sugar Hill Brownstone apartment,17203
13731898,Artist's House 3 blocks from L Train,17204
13732047,5 Star East-African Safari Experience + Concierge,17205
13732215,Beautiful place,17206
13733036,2 bedroom apartment in heart of Chinatown!,17207
13733309,Upper West Side apartment with balcony,17208
13733733,Private Room in RENOVATED Brooklyn Apartment,17209
13733766,Nice room w private bathroom in Bedstuy/Bushwick,17210
13733926,Complete apartment/room at  100th,17211
13734035,One Br East Village Apt Close to All Things Good!,17212
13734814,Clean Lines Rule: Modern and Spacious and Orange,17213
13739108,Luxury 1 bedroom apt. Downtown Brooklyn/Dumbo,17214
13740409,Perfect Home for US Open Stay,17215
13740419,Silvertowers - Sky Collection Studio Loft 59th Fl,17216
13740704,"Cozy,budget friendly, cable inc, private entrance!",17217
13740793,Beautiful Elevator Bldg near Columbia University,17218
13741194,Williamsburg Oasis,17219
13742783,Spacious Top Floor 2 BR Unit with Balcony,17220
13743350,cozy two bedroom apt by central park,17221
13743786,City Views Close to SI Ferry,17222
13744371,An Architect's Room in Brooklyn,17223
13744765,Large family loft in the best Chelsea location,17224
13744807,Cooper Square Top-Floor Duplex with Terrace,17225
13745149,1 Bedroom Williamsburg Apartment,17226
13745575,2 Bedroom Apartment / Prime Williamsburg Location,17227
13745644,Luxury Apartment with a Spectacular Skyline View,17228
13745898,Your own sunny apartment,17229
13746257,Prime North Williamsburg Luxury Studio,17230
13746962,Private room in a 2 Bedroom apartment - Chelsea,17231
13747861,Sunny Bed Stuy Haven,17232
13748546,Bright & Light Chelsea One Bedroom,17233
13748851,Perfect Studio Facing Quiet Garden - East VIllage,17234
13749286,Cozy apartment 1 block from Washington Square Park,17235
13749474,The Brooklyn RedStone,17236
13750084,Spacious room in heart of Williamsburg,17237
13750448,Gloriously Sunny Brooklyn Pad!,17238
13750770,Two Bed Apt w/ Private Patio in Prime EastVillage,17239
13750812,Private room w/ 2 Beds,17240
13751603,Private room close to the center of Williamburg,17241
13751992,Spacious and charming living room in Brooklyn ;),17242
13752222,"Chelsea -Cozy, quiet, and charming  bedroom",17243
13752439,Your Home away from Home!,17244
13752672,Cheap! Couch to crash - Upper East Side (Safe&Fun),17245
13752815,"Bright, Spacious Home Near Beach & Subway",17246
13752982,Two Bedroom on the Upper East Side,17247
13753375,2 Bedroom apartment in Prime Williamsburg!,17248
13754002,Charming Upper East Side 1BR,17249
13754150,Elegant Stu Suite in  Midtown East  -21,17250
13757434,"PRIVATE LARGE STUDIO FOR YOU, PLUS!",17251
13757845,Centrally Located One Bedroom Apt,17252
13760233,"Charming Bedroom, Incredible Location",17253
13760302,Private Micro Room 3,17254
13761271,Flushing Private Room W/ bathroom W/2 Quee Bed/1FL,17255
13761654,Great room in a spacious apartment DT Manhattan,17256
13761856,Modern bright spacious duplex apartment,17257
13762046,Private Micro Room  1,17258
13762234,Lovely 1BR on the Upper East Side,17259
13762667,"EAST VILLAGE, Tompkins Park, Private Rm + Bathroom",17260
13763369,Bedroom available  with closet space,17261
13763512,Classic Exposed Brick Apartment in East Village,17262
13763917,Marabou,17263
13764238,SPACE & LIGHT 3 Blocks from Union Square,17264
13764772,1br in Beautiful 2br-Prime location (LIC/Astoria),17265
13764984,Suburban Living in Brooklyn,17266
13765146,Private Room One Block North of Central Park,17267
13765644,1 bedroom steps from Barclay center and 11 trains,17268
13765918,Eclectic Artist's Apartment in PRIME East Village,17269
13765949,Cute sunny Upper East Side Studio,17270
13766130,Sunny room in Williamsburg with view of Manhattan,17271
13766690,Shady Listing - Authentic NY'r,17272
13767238,"2 bedroom w/ private back yard, laundry in unit!",17273
13767337,Huge sunlit 1 bedroom next tosubway,17274
13767853,Sunny 1 bdrm w private outdoor deck in Greenpoint!,17275
13768719,Cosy flat West Village,17276
13769006,Spacious Bright Private Room in Bedstuy!,17277
13769222,Cozy room in artsy Bushwick home,17278
13769300,Spacious Serene Room Located in Prime E. Flatbush,17279
13769545,Comfy bed in Cozy Home - GRAND ARMY PLAZA,17280
13769969,Private bedroom with great views,17281
13770179,Cozy Private masterRoom 2 Blocks from Central Park,17282
13770490,Flushing Spacious Room w/ 2 Queen Beds (1FL),17283
13770587,Carroll Gardens 1 Bedroom Studio Apartment,17284
13770680,Flushing Deluxe Room w/ 2 Bed (1FL),17285
13770759,Cozy Room w/ Queen Bed (1FL),17286
13770780,Super sunny and spacious! Privacy!,17287
13770856,Comfortable Room w/ 1 Full Bed (1FL),17288
13770959,Beautiful 2 BR Garden Dplx in BK (w/ opt nursery),17289
13770996,Sunny spacious apartment in Heart of NYC,17290
13771435,Friendly Upper West Side Apartment,17291
13771529,"Beautiful, Clean, Private & Chic furnished Apt.",17292
13771885,Sweet room in Brooklyn,17293
13771957,Cozy and clean room in 2 bedrooms apartment,17294
13772304,Room in 2BR in Morningside Heights,17295
13772589,Beachside Antique Themed Room,17296
13777303,Chelsea  Modern 1 BR. Apartment,17297
13778127,Studio with own back yard and new kitchen,17298
13778951,Iconic BK spot steps from mass transit.,17299
13779358,Home away from home. Contemporary!,17300
13780126,Studio apartment 10minute to JFK 20m to Manhattan,17301
13780748,"Downtown Brooklyn, Luxury-One bed Apartment",17302
13780778,Upper West Side,17303
13781978,Beautiful Room in Modern Duplex,17304
13782517,Cozy Room in the lovely neighborhood of Bed Stuy,17305
13782533,Very private/cute/spacious room,17306
13782654,Large master bedroom one block from Prospect Park,17307
13783769,"Private Studio Apt+Bath, Luxury King, Kitchenette",17308
13784458,Amazing 1BD in Harlem,17309
13785383,Cute and Cozy 1 BDR In West Harlem,17310
13785938,Cozy One Bedroom Near Fort Tryon Park,17311
13787558,"Dramatic Duplex, Hosted, Huge>Slp.14, Subway 50 Yd",17312
13788013,Beautiful & Bright One bedroom in Manhattan UES,17313
13788132,"Sunny, cozy room in Brooklyn.",17314
13794590,Comfy Queen Bed in Harlem,17315
13794689,Spacious NYC apt by CENTRAL PARK!,17316
13794822,Cozy room in 2BR apartment - Greenpoint,17317
13795455,Beautiful  Apartment in Quiet Neighborhood L Train,17318
13795744,"Bright Private Room on L/M in Bushwick, Queen-size",17319
13795756,"Lovely S.Slope 3BR in 4BR 1300 sf dplx,deck&birds!",17320
13796187,Cozy room in UWS,17321
13798188,Private bedroom for the weekend,17322
13798719,Cool apartment in Williamsburg,17323
13799109,Blake's residents,17324
13799217,"Beautiful 1br, in heart of city",17325
13800652,Room on a quiet tree-lined block of Manhattan,17326
13801296,FORT GREENE- Private room in spacious apartment.,17327
13801326,Beautiful book-filled room + garden in Bed Stuy,17328
13802195,"Comfy, Peaceful and Private studio basement!",17329
13802334,Bright chic room in Clinton hill,17330
13802521,"Very Clean, Comfortable Room Available",17331
13802699,"Dottie's Place, Room #2...Just for You!",17332
13803517,"Large, cozy 'n sweet",17333
13805038,MODERN WILLIAMSBURG DUPLEX NEAR ALL THE ACTION,17334
13808262,Nicely furnished room in a spacious apartment,17335
13810048,Brooklyn - Bushwick - NYC,17336
13811008,Gorgeous Astoria 1 Br,17337
13811490,Spacious 1BR apartment in elevator building,17338
13811866,Cozy 1BR in Murray Hill,17339
13811933,Private  furnished 1BR in a 4BR on Upper West Side,17340
13812310,"Beautiful, Bright and Modern Space w/ a Fresh Feel",17341
13812808,The trendiest block in Bedford Stuyvesant Brooklyn,17342
13813731,Private Room in Charming Bedstuy,17343
13814049,Subway accessible apartment in Brooklyn!,17344
13814227,"Quiet light-filled apt, subway near",17345
13814281,Twin size bed 2 blocks away L&M train to Manhattan,17346
13815162,Private room w/1Queen Bed (Lower level),17347
13815548,"West 86th Street, Charming UWS One Bd Serviced Apt",17348
13816362,Cozy Modern Private Bedroom Hell's Kitchen,17349
13816385,Bk'S Finest feels Cozy Room Near Trains&bus,17350
13820083,Beautiful Cozy Garden Apt- Historic Clinton Hill,17351
13820755,Modern NYC Studio Apartment Near Central Park!,17352
13821190,"Private room in Astoria, NY",17353
13821806,Charming 1BR in Williamsburg - perfectly located,17354
13822434,Private Room in Hamilton Heights,17355
13822852,Beautiful two bedroom apartment in Astoria queens!,17356
13823636,room,17357
13824091,"Empty 3 bedroom apartment in Bushwick, Brooklyn",17358
13824675,Cozy 1 BR Apt in Brownstone Brooklyn,17359
13827959,Private Studio Apartment in Heart of Brooklyn!!,17360
13828701,California King of Elevated Castle,17361
13828922,Cozy room in Upper West Side luxury apartment,17362
13829549,Oct in Brooklyn One Bedroom Apartment,17363
13829927,"Cozy bedroom, convenient, Woodside, 7 train",17364
13830415,Beautiful 2 bedroom apartment in West Harlem NYC,17365
13830463,Maria and Yiannis East Village studio,17366
13837891,"Spotless, Classy, Quiet Morningside Hts. Apartment",17367
13838042,Modern Uptown NYC Getaway,17368
13839238,Sunny room in modern building located in Bedstuy,17369
13840253,Private elevator contemporary minimalist Brooklyn,17370
13840935,Spacious room in historic part of Manhattan,17371
13841200,Stunning Brooklyn Townhouse,17372
13841569,The Parachute Loft Bedrm 2,17373
13841625,Large Bedroom Brooklyn,17374
13842069,LEGO Garden 1BR Apt +Patio near JFK & LGA Airports,17375
13842204,"Private Bedroom in Upper Manhattan/ Harlem, NYC!",17376
13843270,New Upper East Side Studio,17377
13843286,Charming WV 1BR on Historic Street,17378
13843681,Convienent Entire Upper Manhattan Apartment,17379
13844921,Top location 1BR 5mins to Manhattan,17380
13845597,1 Bedroom in williamsburg,17381
13846934,Apartment near Central Park,17382
13847244,44 floor apt in luxury building near Central Park,17383
13847278,Spacious and Comfy one large bedroom in Upper East,17384
13848005,Harlem Vibrant Garden Apartment,17385
13848199,Bright Room In Spacious Bright Apartment,17386
13854483,"Cute 1 br, steps to train, BUSHWICK",17387
13855164,Spacious 2br Fort Greene apartment with yard!,17388
13855981,"Gorgeous, spacious and naturally lit 3BR!",17389
13856320,Spacious One Bedroom Steps From Prospect Park,17390
13856793,Private room in the WV 3rd floor,17391
13856810,Cute Studio in the heart of East Village,17392
13857003,Newly Furnished West Village Studio,17393
13857291,Beautiful Room/20 min downtown NYC,17394
13857312,Renovated East Village 1BR,17395
13857521,Quaint Garden Apartment/ Historic Hamilton Heights,17396
13858187,Large Two Story Loft in the Heart of West Village,17397
13859134,Near Manhattan & ForestHStadium studio w/ pvt bath,17398
13859196,Cozy Room In the Heart of Astoria,17399
13859473,Spacious Bushwick Room w/ Private Entrance & Bath,17400
13859896,Private Entrance Basement Studio,17401
13862377,Sunny and cozy Stuy Heights 1BR,17402
13862929,Spacious 1 BD in Williamsburg next to L train,17403
13862932,1 bedroom for rent in quiet apartment (2bedrooms),17404
13863230,Completely Renovated Prewar Apartment in HOT Area,17405
13864221,"Live, Love, Stay in the Bronx!",17406
13864224,Spacious Artist's Loft/Apartment,17407
13864551,Comfy Room in Amazing East Village Apt,17408
13864653,Spacious & Quiet Bedroom w/ Private Bathroom,17409
13864705,Your home away from home...,17410
13864889,Vintage Artist Loft-Studio on Upper West Side,17411
13865089,Convenient Gem in Midtown East,17412
13865843,Summer Weekend in the City,17413
13866112,Sanctuary steps from the heart of downtown,17414
13866269,Light filled private bedroom in Bed Stuy's best.,17415
13867104,Light-Filled Williamsburg Loft,17416
13867110,"Comfort First, in Williamsburg",17417
13868137,FEMALE ONLY,17418
13873028,Penthouse in Midtown Manhattan,17419
13876073,Huge Room in Doorman Building,17420
13876681,Cozy Room Times Square + ALL Museums Free Pass,17421
13876809,Sunrise Loft Room in Luxurious Brooklyn Condo,17422
13877683,"Perfect Private Garden Apartment, 2 blox to subway",17423
13878195,Beautiful Harlem Doorman Bldg. One Bedroom Apt.,17424
13879280,Secret Alley Carriage House,17425
13879391,Spaceous Bushwick Two Floor Apartment,17426
13879611,"West 86th Street, Charming UWS One Bd Svcd Apt-A",17427
13879965,Private Micro Room 2,17428
13880280,Cozy living room sofa bed near Columbia University,17429
13880509,THE crashpad for your Brooklyn adventure!,17430
13880697,"★ Master Bdrm | HBO, Netflix + Stocked Mini Fridge",17431
13880742,Center of the Action,17432
13880972,Wonderful private room fun apt in Hells Kitchen!,17433
13881020,Courtyard facing private room in Sugar Hill,17434
13881135,****THE SUITE LIFE DUPLEX****,17435
13881317,Deluxe Furnished Spacious Studio Apartment,17436
13881521,Modern Furnished Studio in Luxury Doorman Building,17437
13881622,Comfy Williamsburg townhouse 950sf w gorgeous yard,17438
13881787,Williamsburg large and sunny private room,17439
13881920,Prime west village! design 1BR~Best Value,17440
13882858,Serene and Spacious Sunnyside Retreat,17441
13882864,Pre-War 1 BR with Scenic Manhattan Views,17442
13883020,Amazing view in an artist's living 2bed/2bath apt,17443
13883029,Sunny Room in Williamsburg!  $1200/Month,17444
13883249,West Village - Location Location Location!,17445
13883303,Sunny Bushwick room on Jefferson st,17446
13883393,One Bedroom Apartment- Only 15 min to Time Square!,17447
13883481,1 Bdrm in Spacious Apartment with Amenities,17448
13884253,Private Sunny Bedroom in a Modern 2 Bedroom Co-op,17449
13884628,"Luxury Room (rm3), 5 mins from Columbia",17450
13884778,"Luxury Room (rm2), 5 mins from Columbia",17451
13885247,"Cozy, Convenient 1 Bed Apartment!!! UWS Manhattan",17452
13885829,LUXE STUDIO SUITE - Midtown East - 22,17453
13885982,The Bushwick Museum,17454
13886618,"Cozy, quiet 1 bdrm centrally located",17455
13889399,Great 3 Bedroom Apt  Near Manhatthen,17456
13891181,Spacious Sunny Bedroom near JMZ Subways,17457
13891302,Gorgeous 2 Bedroom New York City Apartment!,17458
13891485,Hanover Square Lux Downtown 1 Bd(C) Serviced Apt,17459
13891670,"Cozy room, easy trip to Manhattan & North Brooklyn",17460
13892036,Private bedroom B in Heart of LES,17461
13893264,Prospect Lefferts Terrific Townhouse,17462
13893494,Idyllic Two Bedroom Apt in the heart of Chelsea,17463
13893853,"Spacious Apt in Brand New Bldg, Private Yard!",17464
13893861,Light-filled full Apt near Cloisters and Parks,17465
13894254,87th ST ** ALL NEW ** Central PARK,17466
13894813,"Lg Times Square, cathedral windows",17467
13895156,in the heart of williamsburg,17468
13895437,Bushwick Basement Large Room with Half Bath,17469
13896200,HUGE New Industrial Williamsburg Apartment,17470
13898236,2 Floor Condo in Williamsburg with Pvt Terrace,17471
13899190,East Village One Bedroom,17472
13899934,Light-filled apt offering private bedroom & bath,17473
13900417,LUXURY HUGE 2BR DUPLEX NEAR TRAIN - PATIO OASIS!!,17474
13900695,Private Room in Fun Neighborhood,17475
13900712,Homey 1BR close to US Open,17476
13900901,Cozy comfortable room near JFK&LGA#3,17477
13901170,Comfy 1 Bedroom in commercial East Flatbush,17478
13902088,Peaceful and Spacious Master Bedroom,17479
13902591,Cozy and Cool East Williamsburg 1 BR in 2 BR,17480
13902725,There's a reason this room has a 5-star rating.,17481
13903497,"Stunning, Unique, w/ Private Workspace",17482
13905833,1 BDR PRIME HELLS KITCHEN LOCATION,17483
13906636,Bedstuy Brownstone Gem,17484
13907229,Beautiful Beach Home,17485
13907872,Amazing One Bedroom apartment with private patio,17486
13910111,Beautiful room on Brownstone in Bushwick,17487
13910919,Room,17488
13911123,1 bedroom in 3 bedroom/2bath Bushwick Apt.,17489
13911206,Bright apartment across from Riverside Park,17490
13911729,Peaceful Retreat with Garden in Brooklyn Heights,17491
13911835,Peaceful Private Space in Astoria,17492
13912267,⚜ Sun-Filled 1BR in Upper East Side ⚜,17493
13912712,SUNNY & QUIET STUDIO NEAR CENTRAL PARK UPPER EAST,17494
13912725,Master bedroom with a California king size bed,17495
13912926,Whole apartment in Forest Hills,17496
13913803,Bedroom in Clinton Hill,17497
13914201,❤️Gorgeous Townhouse Apt - 2 blocks from subway,17498
13914226,Classic brownstone drenched with light,17499
13914237,Apt in Heart of NYC with AC !,17500
13914512,Small Cozy comfortable room nearJFK#5,17501
13914735,Beautiful bedroom / in Beach home,17502
13914961,Cozy Bushwick Brooklyn Room -20 mins to Manhattan!,17503
13915004,"Sunlit, spacious NY apartment",17504
13915699,Good Deal! Large Clean and Stylish 1Bedroom!,17505
13916105,Cozy room in the best neighborhood in town,17506
13917029,Private Room in a Great Brooklyn Loft,17507
13919213,Spacious Harlem Garden Apartment,17508
13920551,Vida Local,17509
13920697,Brownstone apt in Bklyn w/ gorgeous natural light,17510
13920801,Beautiful 2 bedroom private suite,17511
13921462,Sunny and spacious apartment in Brooklyn,17512
13921768,"Convenient,Clean,Roomy Apt in WaHi",17513
13922353,Spacious BR next to Columbus Circle,17514
13923165,Cozy Private Bedroom in Uptown Manhattan,17515
13923255,Private Bedroom A in Heart of LES,17516
13924403,Private Room in Kelly&Joes Loft Apt,17517
13926029,SOUTH SLOPE Brooklyn - Bright and Spacious Bedroom,17518
13926341,Gorgeous 1bdr in Lower East Side,17519
13926463,Stylish Private Room 3 subway stops to Manhattan,17520
13926549,Beautiful 1 Bedroom 2 blocks from Central Park,17521
13926604,Interfaith Retreat Guest Rooms (Śakti),17522
13926664,Interfaith Retreat Guest Rooms (Seva),17523
13926702,Peaceful 1 Bedroom/1 Bathroom on Upper West Side,17524
13927922,Gorgeous and Cosy Studio in Astoria!,17525
13927957,Charming Manhattan-Midtown Studio,17526
13928461,Charismatic Flat in Astoria,17527
13934790,Romantic Art-Filled Apartment with Large Backyard,17528
13934894,Spacious room in huge loft in Tribeca,17529
13935360,Bright & Sunny 2-Bedroom in Hamilton Heights,17530
13935511,Great Appartment with cool roomates in Bushwick,17531
13936824,Beautiful one bedroom apartment in Williamsburg,17532
13936825,Spacious master bedroom in Forest Hills,17533
13937701,Entire Spacious Artist Apartment,17534
13937820,Huge Private Room in Williamsburg/Buschwick!!,17535
13937854,"Cozy 1 Bedroom in Crown Heights, right by subway!",17536
13938420,Brooklyn at its Best!,17537
13939924,Spectacular Views! Gorgeous 25th flr Columbus Cl,17538
13940091,Your own Midtown Manhattan Apt & private Garden,17539
13941017,Charming Brooklyn apartment in historic brownstone,17540
13941210,Bright Astoria Apt Near Manhattan,17541
13941236,1 Bedroom Apartment in Brooklyn fully renovated,17542
13941308,"# CENTRAL PARK - 3 stops away (32""TV room)",17543
13941332,Sunny Suite in Bed Stuy with AC!,17544
13941973,Affordable room near of LGA airport in Queens.,17545
13941998,Private studio in the heart of Park Slope,17546
13942612,Modern Apt in Prime Brooklyn That Has it All,17547
13942921,Spacious Room with Character in BK,17548
13943523,Spacious Manhattan apartment with amazing view,17549
13944942,GORGEOUS REMODELED 1-BEDROOM PRIME LOCATION,17550
13945103,"Great quiet room,great location",17551
13949732,Big 4 bedroom house with garden by the Park in PLG,17552
13950233,Updated East Side 2 Bedroom,17553
13951405,Tribeca Luxury 2000sf Loft,17554
13951783,Time SQ  Midtown West Central Park 3Beds Sleep6,17555
13951959,Newly Renovated Clinton Hill Duplex,17556
13952269,Extremely spacious duplex with garden,17557
13952319,Cosy Studio with a backyard in Forest Hills,17558
13952384,Large Upper East Side Alcove Studio,17559
13952428,Cozy room w/private entrance in East Williamsburg,17560
13952801,Greenpoint Artist Loft,17561
13953224,Luxury Apt With Sunset View,17562
13953640,Private apartment 45 min away from the city,17563
13954028,Cozy Upper West Side Studio,17564
13955012,1 large bedroom with private bathroom,17565
13955139,Heart of Willimsburg- 1 block from bedford L stop,17566
13955160,Eclectic & Cozy Private Room in Prospect Hts!!!,17567
13955165,2 BDRM/1.5 Bath Prospect Heights Brooklyn/Sleeps 6,17568
13956326,2 Bedroom Duplex with large backyard,17569
13956613,The Griffin B & B- 2 bedroom suite in Ditmas Park,17570
13957261,Apartment in Ridgewood/Bushwick Neighborhood,17571
